order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,kmeans_cluster,hierarchical_cluster
2433,Men,Basketball,Zoom Freak,,4.0,7154.83,,0.0,,Retail,Pune,-620.53,1,2
2434,Kids,Training,Metcon 7,M,-1.0,3019.25,0.79,-634.04,2025/02/11,Online,Hyderabad,387.15,2,4
2436,Kids,Basketball,LeBron 20,8,0.0,,0.81,0.0,,Online,bengaluru,2213.84,0,5
2437,Women,Running,Pegasus Turbo,XL,3.0,,0.53,0.0,31-07-2024,Retail,hyderbad,-281.42,1,2
2439,Men,Lifestyle,Blazer Mid,L,-1.0,3239.59,,0.0,2025/03/03,Retail,Bangalore,3467.1,0,5
2440,Women,Basketball,Kyrie Flytrap,XL,-1.0,7510.8,,0.0,12-11-2024,Retail,Kolkata,2989.6,0,5
2443,Women,Basketball,LeBron 20,M,1.0,6271.66,,0.0,2025/03/15,Retail,Mumbai,2449.43,0,1
2444,Women,Lifestyle,Blazer Mid,XL,3.0,3676.04,,0.0,2025-05-25,Retail,Pune,1621.74,4,3
2003,Women,Lifestyle,Waffle One,XL,2.0,8516.45,0.22,13285.66,2023-09-30,Online,Kolkata,1764.52,5,0
2449,Women,Training,SuperRep Go,,-1.0,3664.69,,0.0,02-03-2025,Retail,Hyderabad,-173.68,2,4
2451,Kids,Soccer,Premier III,,2.0,,0.54,0.0,2023-11-04,Online,Mumbai,2233.57,4,1
2456,Women,Soccer,Premier III,M,0.0,4254.68,,0.0,2025-03-15,Retail,Kolkata,3498.64,0,5
2457,Women,Soccer,Mercurial Superfly,,0.0,8206.22,,0.0,04-03-2025,Retail,Bangalore,2443.4,0,5
2460,Women,Basketball,Zoom Freak,XL,2.0,5482.96,0.35,7127.85,2024-11-04,Online,Kolkata,-823.8,5,2
2464,Women,Lifestyle,Blazer Mid,XL,3.0,2699.59,,0.0,2024-06-30,Retail,Hyderabad,3507.56,4,3
2465,Kids,Lifestyle,Blazer Mid,7,1.0,7814.02,,0.0,22-03-2025,Retail,Pune,684.07,2,1
2466,Women,Soccer,Mercurial Superfly,,-1.0,6569.65,,0.0,2025/07/05,Retail,Pune,3056.38,0,5
2467,Kids,Training,SuperRep Go,M,1.0,8484.82,,0.0,2023-11-05,Online,Mumbai,1899.54,0,1
2468,Women,Soccer,Phantom GT,7,0.0,6012.23,0.62,0.0,2024/10/26,Retail,bengaluru,-1113.25,2,4
2469,Men,Training,Metcon 7,XL,4.0,,1.08,0.0,2025-05-21,Retail,Mumbai,-279.26,1,2
2475,Men,Running,Free RN,L,2.0,,1.06,0.0,2025-01-07,Online,bengaluru,3885.97,4,1
2478,Women,Soccer,Mercurial Superfly,,2.0,,0.62,0.0,12-05-2025,Online,Pune,-223.4,1,2
2481,Women,Soccer,Premier III,7,1.0,9145.37,0.07,8505.19,17-04-2025,Online,Pune,1755.19,5,0
2483,Kids,Running,Free RN,,-1.0,,,0.0,2025/05/17,Retail,Delhi,856.75,2,4
2487,Men,Running,Air Zoom,L,3.0,5881.13,0.8,3528.68,2025-03-31,Online,hyderbad,2108.4,4,1
2488,Kids,Running,Free RN,6,4.0,6387.51,,0.0,,Retail,Kolkata,300.76,1,3
2489,Men,Lifestyle,Air Force 1,,4.0,,0.18,0.0,02-10-2024,Retail,hyderbad,1415.34,4,3
2490,Women,Soccer,Premier III,L,3.0,5015.19,0.75,3761.39,26-11-2024,Online,hyderbad,-494.53,1,2
2493,Women,Soccer,Premier III,,3.0,6042.94,,0.0,2024/11/26,Retail,Kolkata,1659.75,4,3
2494,Kids,Lifestyle,Dunk Low,,2.0,,,0.0,20-11-2024,Retail,Mumbai,1007.7,1,1
2495,Kids,Basketball,LeBron 20,,3.0,,1.11,0.0,2025/01/20,Retail,Bangalore,36.16,1,2
2496,Kids,Running,React Infinity,M,2.0,4110.72,0.32,5590.58,2024/12/24,Retail,bengaluru,3894.95,5,1
2497,Kids,Basketball,Air Jordan,XL,1.0,,,0.0,2023-11-29,Online,Mumbai,2592.98,0,1
2502,Women,Basketball,Kyrie Flytrap,M,0.0,,,0.0,2023-09-10,Retail,Mumbai,2412.82,0,5
2503,Women,Training,ZoomX Invincible,XL,-1.0,,,0.0,20-01-2025,Online,Bangalore,-173.16,2,4
2504,Men,Basketball,Zoom Freak,,3.0,,,0.0,,Online,hyderbad,-278.07,1,2
2507,Men,Soccer,Phantom GT,L,2.0,,,0.0,2024-03-13,Retail,hyderbad,2116.53,4,1
2508,Kids,Soccer,Premier III,XL,1.0,,1.16,0.0,,Retail,Kolkata,1811.51,0,1
2510,Kids,Running,React Infinity,,0.0,2165.14,0.36,0.0,,Online,Mumbai,3012.1,0,5
2511,Men,Running,Pegasus Turbo,,-1.0,6310.25,0.1,-5679.23,2025/02/13,Online,Bangalore,2399.42,0,4
2513,Women,Basketball,Zoom Freak,XL,4.0,9848.8,,0.0,2024/10/11,Online,Pune,2764.66,4,3
2514,Kids,Basketball,Air Jordan,M,1.0,,,0.0,2025/05/26,Online,bengaluru,1790.41,0,1
2515,Women,Training,SuperRep Go,,1.0,7532.24,,0.0,,Retail,Pune,1060.53,2,1
2517,Men,Lifestyle,Air Force 1,7,1.0,3059.89,,0.0,,Online,hyderbad,1968.82,0,1
2521,Kids,Lifestyle,Blazer Mid,M,4.0,3645.35,,0.0,25-09-2024,Online,Kolkata,3265.83,4,3
2522,Men,Running,Pegasus Turbo,XL,4.0,6243.91,,0.0,2024-02-13,Retail,Kolkata,-199.13,1,2
2525,Women,Training,Metcon 7,XL,2.0,,,0.0,2025-02-18,Retail,Kolkata,3453.18,4,1
2526,Kids,Lifestyle,Waffle One,10,1.0,,,0.0,2024-08-01,Retail,Hyderabad,3188.07,0,1
2528,Women,Training,ZoomX Invincible,11,2.0,,,0.0,10-06-2025,Online,Delhi,134.1,1,2
2530,Women,Lifestyle,Dunk Low,M,2.0,4357.79,,0.0,2025/02/27,Retail,Mumbai,3936.13,4,1
2535,Men,Soccer,Tiempo Legend,XL,2.0,2786.84,0.21,4403.21,2025/01/25,Online,Mumbai,3345.36,4,1
2538,Men,Lifestyle,Waffle One,,2.0,9701.24,,0.0,2024/10/06,Retail,Kolkata,223.82,1,1
2547,Women,Soccer,Mercurial Superfly,M,1.0,3068.13,,0.0,08-07-2025,Retail,Kolkata,-586.29,2,2
2550,Men,Soccer,Premier III,XL,1.0,6121.21,0.05,5815.15,2023-09-08,Online,Kolkata,2470.08,5,1
2552,Women,Soccer,Premier III,10,1.0,,0.41,0.0,03-05-2025,Retail,hyderbad,3389.34,0,1
2554,Women,Training,Flex Trainer,M,1.0,6755.56,,0.0,2025/01/13,Retail,bengaluru,1002.19,2,1
2556,Kids,Lifestyle,Air Force 1,10,1.0,,,0.0,,Retail,Kolkata,1327.26,2,1
2557,Men,Basketball,LeBron 20,M,3.0,,,0.0,09-11-2024,Retail,Kolkata,1115.74,1,3
2558,Kids,Basketball,Kyrie Flytrap,L,-1.0,3134.87,,0.0,,Online,Mumbai,-1077.81,2,4
2559,Men,Lifestyle,Air Force 1,7,3.0,6011.84,,0.0,2025/02/10,Online,Kolkata,-99.73,1,2
2560,Kids,Basketball,Zoom Freak,M,2.0,,,0.0,2025/01/16,Retail,Delhi,3493.16,4,1
2562,Kids,Training,ZoomX Invincible,L,1.0,,,0.0,2024-12-21,Retail,Mumbai,-79.1,2,2
2563,Men,Soccer,Mercurial Superfly,M,2.0,9443.35,0.54,8687.88,2025-04-13,Retail,Kolkata,2706.61,5,0
2565,Women,Lifestyle,Dunk Low,XL,4.0,3028.41,,0.0,2024-09-18,Online,Mumbai,1754.48,4,3
2567,Women,Running,Air Zoom,M,3.0,,,0.0,2024/09/15,Online,Pune,1162.3,1,3
2569,Women,Basketball,Air Jordan,L,2.0,9605.11,0.88,2305.23,24-08-2024,Online,hyderbad,128.89,1,1
2572,Men,Lifestyle,Waffle One,XL,-1.0,2729.99,0.76,-655.2,2024-01-31,Retail,Pune,1204.81,2,4
2575,Men,Training,Metcon 7,XL,2.0,3582.67,,0.0,2025/07/03,Online,hyderbad,1982.16,4,1
2577,Women,Running,Air Zoom,L,-1.0,5545.52,,0.0,2023-11-16,Retail,Mumbai,1185.56,2,4
2578,Men,Lifestyle,Blazer Mid,9,2.0,,,0.0,2025/05/10,Retail,bengaluru,3550.0,4,1
2579,Kids,Lifestyle,Dunk Low,7,3.0,9541.83,,0.0,26-07-2024,Online,Delhi,589.3,1,3
2580,Kids,Training,Flex Trainer,M,1.0,2749.79,,0.0,06-12-2024,Retail,Kolkata,2978.85,0,1
2581,Kids,Running,Free RN,10,0.0,,0.53,0.0,2024/10/30,Online,Mumbai,800.45,2,4
2584,Kids,Running,React Infinity,M,0.0,,,0.0,,Retail,Hyd,-123.93,2,4
2587,Women,Running,React Infinity,6,4.0,,0.37,0.0,,Online,bengaluru,-480.01,1,2
2589,Men,Training,Metcon 7,M,3.0,,,0.0,2024-09-17,Online,Kolkata,1429.18,4,3
2594,Women,Training,ZoomX Invincible,XL,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,hyderbad,1534.91,5,0
2595,Men,Basketball,LeBron 20,XL,0.0,,,0.0,2024-02-23,Retail,Delhi,420.27,2,4
2030,Men,Soccer,Mercurial Superfly,M,-1.0,,0.7,0.0,15-03-2025,Online,Pune,-1193.55,2,4
2597,Kids,Running,Air Zoom,,3.0,3348.83,,0.0,2024/12/05,Online,Bangalore,-540.08,1,2
2599,Kids,Training,Flex Trainer,12,4.0,,,0.0,,Retail,hyderbad,-562.31,1,2
2600,Kids,Lifestyle,Air Force 1,M,3.0,,,0.0,04-11-2024,Online,Pune,803.62,1,3
2601,Women,Soccer,Tiempo Legend,XL,1.0,,,0.0,27-09-2024,Retail,Delhi,3739.4,0,1
2602,Kids,Running,Free RN,XL,2.0,3518.53,,0.0,17-11-2024,Online,Pune,3494.88,4,1
2603,Women,Running,Air Zoom,L,0.0,,,0.0,2025-03-18,Online,Hyd,-144.08,2,4
2047,Men,Soccer,Phantom GT,,4.0,6136.45,,0.0,2024-12-17,Online,Kolkata,2790.51,4,3
2605,Kids,Lifestyle,Dunk Low,,-1.0,7206.45,,0.0,2025-02-01,Online,bengaluru,-228.84,2,4
2608,Women,Lifestyle,Waffle One,L,2.0,,,0.0,,Online,Kolkata,354.67,1,1
2033,Kids,Soccer,Mercurial Superfly,M,4.0,,,0.0,,Retail,Pune,2310.9,4,3
2612,Women,Training,Flex Trainer,M,0.0,,,0.0,2023-08-10,Retail,Mumbai,507.1,2,4
2613,Women,Lifestyle,Waffle One,7,3.0,4374.83,0.27,9580.88,,Retail,Delhi,1473.37,5,0
2615,Women,Soccer,Phantom GT,XL,3.0,3042.37,0.12,8031.86,24-03-2025,Online,Pune,2105.48,5,0
2617,Kids,Soccer,Premier III,XL,0.0,,,0.0,,Online,Delhi,2772.05,0,5
2619,Kids,Lifestyle,Waffle One,L,4.0,,0.65,0.0,2024-01-22,Online,Hyd,-300.28,1,2
2620,Kids,Training,Flex Trainer,XL,0.0,,,0.0,,Online,Hyd,3874.67,0,5
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86,5,0
2624,Men,Lifestyle,Blazer Mid,XL,0.0,,,0.0,,Retail,bengaluru,2085.94,0,5
2625,Kids,Training,Flex Trainer,M,-1.0,6815.44,,0.0,2025-02-05,Online,Pune,3874.57,0,5
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,,0.44,0.0,29-06-2025,Retail,Pune,-348.88,1,2
2630,Kids,Running,Pegasus Turbo,,2.0,5846.21,1.02,-233.85,,Online,Delhi,3880.6,4,1
2632,Men,Running,Pegasus Turbo,L,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42,0,5
2633,Kids,Basketball,Air Jordan,10,0.0,,0.71,0.0,13-06-2025,Online,bengaluru,3634.35,0,5
2638,Men,Soccer,Premier III,8,1.0,5028.99,,0.0,2024-01-22,Online,Pune,654.11,2,1
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,,0.0,02-08-2024,Online,Bangalore,861.92,1,1
2644,Men,Training,SuperRep Go,M,1.0,2640.04,,0.0,,Retail,bengaluru,1466.96,0,1
2022,Kids,Training,ZoomX Invincible,L,3.0,,,0.0,27-11-2024,Retail,Mumbai,689.62,1,3
2646,Men,Soccer,Premier III,XL,1.0,,0.89,0.0,20-10-2024,Retail,Kolkata,2676.52,0,1
2647,Women,Basketball,Zoom Freak,,4.0,,,0.0,,Online,Mumbai,747.29,1,3
2651,Kids,Basketball,Air Jordan,L,1.0,,,0.0,2024-10-27,Online,Kolkata,-819.33,2,2
2652,Women,Basketball,Air Jordan,,2.0,,1.08,0.0,10-04-2025,Online,Delhi,-240.8,1,2
2656,Women,Soccer,Premier III,M,1.0,5246.43,,0.0,,Retail,Bangalore,1891.48,0,1
2657,Kids,Running,Air Zoom,M,4.0,,,0.0,2025/04/07,Online,Delhi,494.45,1,3
2658,Women,Lifestyle,Dunk Low,L,1.0,,,0.0,2025-04-26,Online,Delhi,155.53,2,2
2662,Kids,Training,SuperRep Go,M,0.0,,,0.0,,Online,Delhi,2104.46,0,5
2663,Kids,Training,Metcon 7,L,2.0,,0.43,0.0,17-06-2025,Retail,Delhi,3174.81,4,1
2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,,0.0,11-12-2024,Online,Mumbai,1726.8,4,1
2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,,0.0,2025/03/23,Online,Delhi,-623.95,1,2
2027,Men,Soccer,Premier III,12,4.0,7204.01,,0.0,2025-06-15,Retail,Delhi,3951.42,4,3
2672,Women,Lifestyle,Air Force 1,XL,2.0,,,0.0,2024/08/04,Online,Mumbai,67.58,1,2
2674,Women,Lifestyle,Waffle One,7,-1.0,4784.45,,0.0,2025/01/25,Online,Pune,3357.12,0,5
2675,Women,Soccer,Premier III,12,3.0,,,0.0,04-04-2025,Online,Hyderabad,2731.71,4,3
2677,Men,Lifestyle,Air Force 1,M,2.0,5618.62,,0.0,,Retail,bengaluru,1745.96,4,1
2678,Kids,Running,Pegasus Turbo,,0.0,4240.24,1.21,0.0,06-11-2024,Retail,Pune,3483.11,0,5
2682,Men,Basketball,LeBron 20,XL,4.0,,0.41,0.0,28-08-2024,Retail,Pune,3614.76,4,3
2683,Kids,Lifestyle,Dunk Low,XL,1.0,,,0.0,12-06-2025,Online,Mumbai,1119.71,2,1
2684,Men,Lifestyle,Blazer Mid,L,0.0,,0.73,0.0,11-04-2025,Retail,Mumbai,1556.61,0,5
2685,Kids,Lifestyle,Dunk Low,M,4.0,,,0.0,2025/05/22,Retail,Hyderabad,1377.72,4,3
2687,Women,Lifestyle,Waffle One,8,-1.0,2381.94,,0.0,30-09-2024,Retail,Delhi,1457.93,0,5
2695,Men,Basketball,Air Jordan,L,-1.0,,,0.0,12-10-2024,Online,hyderbad,3234.28,0,5
2697,Men,Basketball,Air Jordan,M,-1.0,,0.09,0.0,2025/06/25,Online,Delhi,681.86,2,4
2699,Men,Lifestyle,Dunk Low,XL,0.0,,,0.0,2025/02/21,Online,Mumbai,1052.65,2,4
2700,Kids,Training,Metcon 7,XL,0.0,,0.48,0.0,2025/07/11,Retail,bengaluru,1423.83,0,4
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,,,0.0,2024/12/16,Online,Pune,687.32,2,4
2706,Women,Training,ZoomX Invincible,XL,0.0,,,0.0,08-05-2025,Retail,Kolkata,3153.1,0,5
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,3277.55,2025/03/08,Retail,Delhi,2835.93,0,1
2710,Women,Lifestyle,Blazer Mid,M,2.0,4669.75,,0.0,,Retail,Bangalore,-987.12,1,2
2711,Men,Soccer,Mercurial Superfly,7,2.0,,,0.0,,Online,Delhi,756.18,1,1
2713,Men,Lifestyle,Air Force 1,L,1.0,7877.36,0.55,3544.81,2025/05/10,Retail,Kolkata,3663.49,0,1
2715,Kids,Basketball,LeBron 20,L,0.0,,1.07,0.0,2025-06-13,Online,Kolkata,-1164.37,2,4
2716,Kids,Training,SuperRep Go,M,0.0,4830.96,,0.0,17-11-2024,Online,Pune,1344.73,2,4
2717,Men,Running,Free RN,M,0.0,9473.09,,0.0,17-11-2024,Online,Delhi,3055.36,0,5
2721,Kids,Training,Flex Trainer,L,0.0,,,0.0,2023-11-11,Online,Bangalore,1275.23,2,4
2722,Women,Lifestyle,Dunk Low,L,0.0,,0.09,0.0,2024/09/30,Online,Kolkata,818.65,2,4
2730,Women,Lifestyle,Dunk Low,,1.0,,,0.0,,Online,hyderbad,2140.93,0,1
2731,Kids,Lifestyle,Dunk Low,M,3.0,,,0.0,28-03-2025,Online,Kolkata,3961.27,4,3
2732,Women,Training,SuperRep Go,M,0.0,3402.8,,0.0,2025-03-01,Online,Hyderabad,1045.5,2,4
2734,Women,Soccer,Tiempo Legend,,-1.0,,,0.0,2025/07/10,Online,Bangalore,1229.08,2,4
2738,Women,Training,ZoomX Invincible,M,3.0,,0.39,0.0,2025-05-11,Retail,Pune,-712.53,1,2
2739,Kids,Running,Free RN,L,2.0,,0.26,0.0,2025/02/04,Online,Kolkata,2350.69,4,1
2740,Women,Lifestyle,Air Force 1,XL,1.0,4922.19,,0.0,,Retail,bengaluru,3820.48,0,1
2003,Women,Training,ZoomX Invincible,XL,4.0,7850.87,1.02,-628.07,2025/04/01,Online,Kolkata,992.14,1,3
2744,Men,Running,Pegasus Turbo,,1.0,7951.27,,0.0,,Retail,Delhi,-154.17,2,2
2745,Men,Soccer,Phantom GT,XL,-1.0,,0.94,0.0,2024/12/31,Retail,hyderbad,501.65,2,4
2746,Women,Basketball,Air Jordan,L,-1.0,9795.69,,0.0,21-09-2024,Online,Mumbai,1044.46,2,4
2747,Men,Soccer,Tiempo Legend,XL,4.0,2483.97,,0.0,,Online,Delhi,-609.36,1,2
2752,Kids,Lifestyle,Waffle One,,0.0,,,0.0,2025/02/23,Retail,Pune,341.26,2,4
2754,Kids,Training,ZoomX Invincible,XL,1.0,,,0.0,2025-01-03,Online,Kolkata,3565.12,0,1
2755,Men,Running,React Infinity,M,3.0,8574.0,,0.0,24-12-2024,Online,bengaluru,161.95,1,2
2757,Men,Soccer,Phantom GT,,0.0,3101.14,,0.0,2025/05/21,Online,hyderbad,-271.85,2,4
2761,Kids,Soccer,Premier III,M,4.0,,,0.0,,Retail,Delhi,2588.03,4,3
2762,Women,Running,Pegasus Turbo,L,2.0,,,0.0,,Retail,Mumbai,-355.55,1,2
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,,0.0,2024/07/31,Online,Pune,-763.34,1,2
2766,Women,Lifestyle,Dunk Low,,-1.0,2609.07,,0.0,2024/12/23,Retail,Mumbai,-265.27,2,4
2773,Women,Training,ZoomX Invincible,M,1.0,5045.62,1.21,-1059.58,02-04-2025,Online,hyderbad,1191.02,2,1
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,,0.0,2025/06/20,Online,Hyd,1006.73,2,4
2780,Men,Training,Metcon 7,6,1.0,4308.75,0.32,2929.95,,Online,Hyderabad,799.35,2,1
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,0,1
2785,Women,Lifestyle,Blazer Mid,L,2.0,,,0.0,20-10-2024,Retail,Hyderabad,-834.71,1,2
2787,Kids,Training,Metcon 7,12,3.0,3440.88,,0.0,2024/08/31,Online,Pune,22.93,1,2
2792,Kids,Lifestyle,Waffle One,L,-1.0,4338.16,,0.0,08-05-2025,Online,Kolkata,-328.05,2,4
2793,Men,Running,Pegasus Turbo,XL,0.0,,,0.0,2024/10/12,Retail,bengaluru,922.24,2,4
2795,Women,Running,React Infinity,L,0.0,,,0.0,,Retail,Delhi,-615.37,2,4
2796,Men,Lifestyle,Dunk Low,12,-1.0,2849.49,,0.0,2023-11-08,Retail,Mumbai,2597.58,0,5
2799,Kids,Training,SuperRep Go,,3.0,2359.47,0.54,3256.07,08-07-2025,Online,Mumbai,3165.65,4,1
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,13-03-2025,Online,Delhi,1737.0,0,5
2801,Women,Running,React Infinity,8,2.0,,,0.0,2024-02-13,Retail,Mumbai,2966.12,4,1
2802,Men,Running,Free RN,L,3.0,,,0.0,2024-01-19,Online,Kolkata,-231.73,1,2
2803,Women,Soccer,Mercurial Superfly,XL,0.0,,,0.0,2023-11-02,Online,hyderbad,83.11,2,4
2804,Kids,Running,Pegasus Turbo,XL,-1.0,,,0.0,,Online,hyderbad,2270.96,0,5
2805,Women,Running,Pegasus Turbo,L,-1.0,,0.82,0.0,2023-08-28,Online,Pune,2037.76,0,5
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,,0.0,2024-02-10,Online,Bangalore,2407.08,4,3
2807,Kids,Training,ZoomX Invincible,L,2.0,,,0.0,01-10-2024,Online,hyderbad,875.36,1,1
2808,Women,Running,Pegasus Turbo,L,0.0,7810.49,,0.0,,Online,bengaluru,-65.85,2,4
2809,Women,Running,Free RN,,0.0,3260.38,0.08,0.0,,Retail,Mumbai,-554.84,2,4
2810,Men,Running,Air Zoom,7,2.0,2943.44,0.53,2766.83,,Retail,hyderbad,405.67,1,1
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,,0.0,24-01-2025,Retail,Bangalore,-77.61,1,2
2812,Men,Basketball,LeBron 20,,2.0,9507.39,0.01,18824.63,08-08-2024,Online,Kolkata,2570.01,3,0
2813,Men,Running,Free RN,M,4.0,7450.8,,0.0,,Online,bengaluru,2098.29,4,3
2814,Kids,Running,React Infinity,M,0.0,,,0.0,2024/10/07,Online,Delhi,1702.06,0,5
2815,Kids,Training,Flex Trainer,L,0.0,,1.16,0.0,,Online,Kolkata,3281.98,0,5
2816,Men,Basketball,LeBron 20,M,3.0,5983.35,,0.0,22-01-2025,Retail,Hyderabad,916.13,1,3
2032,Women,Soccer,Mercurial Superfly,10,2.0,,0.96,0.0,16-10-2024,Online,Kolkata,-596.41,1,2
2818,Kids,Soccer,Premier III,,-1.0,,,0.0,2025/05/08,Retail,Pune,-797.91,2,4
2820,Women,Lifestyle,Blazer Mid,M,4.0,8659.15,,0.0,2024/08/05,Online,Mumbai,2078.39,4,3
2821,Kids,Lifestyle,Air Force 1,,0.0,3360.35,,0.0,2025/04/08,Online,Delhi,2991.25,0,5
2823,Men,Soccer,Mercurial Superfly,L,1.0,,,0.0,27-07-2024,Retail,Mumbai,-1125.91,2,2
2824,Men,Basketball,Air Jordan,L,4.0,5123.35,,0.0,2024/11/02,Online,Mumbai,1620.37,4,3
2826,Kids,Lifestyle,Blazer Mid,M,2.0,,0.01,0.0,,Retail,bengaluru,262.81,1,1
2827,Men,Basketball,Air Jordan,L,0.0,4278.28,1.17,0.0,2025/01/27,Retail,Hyderabad,860.32,2,4
2830,Men,Basketball,Air Jordan,,-1.0,8572.48,0.88,-1028.7,,Online,Delhi,1221.09,2,4
2831,Women,Training,SuperRep Go,7,4.0,,,0.0,2024/11/10,Online,Mumbai,3134.87,4,3
2832,Kids,Basketball,Kyrie Flytrap,,0.0,,0.15,0.0,2024-05-17,Retail,Hyd,752.0,2,4
2833,Women,Training,Flex Trainer,XL,4.0,2224.9,,0.0,2025/01/19,Online,Pune,-16.04,1,2
2834,Kids,Training,Flex Trainer,M,-1.0,9544.08,,0.0,2024-09-05,Retail,Kolkata,575.58,2,4
2836,Men,Basketball,Kyrie Flytrap,L,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87,0,5
2838,Women,Basketball,Air Jordan,XL,4.0,8605.73,,0.0,08-01-2025,Retail,Pune,-990.99,1,2
2050,Women,Lifestyle,Blazer Mid,L,-1.0,,,0.0,2024-11-28,Online,Kolkata,3407.87,0,5
2841,Men,Basketball,LeBron 20,M,1.0,4166.94,,0.0,,Online,Delhi,2865.93,0,1
2842,Women,Soccer,Phantom GT,M,-1.0,,,0.0,2025-01-19,Online,Bangalore,-1193.98,2,4
2844,Men,Lifestyle,Waffle One,,2.0,6495.53,0.23,10003.12,,Retail,Mumbai,-951.85,5,0
2847,Men,Training,Metcon 7,XL,0.0,,0.16,0.0,16-11-2024,Online,Bangalore,3988.85,0,5
2850,Kids,Lifestyle,Waffle One,XL,2.0,,,0.0,2024-11-10,Retail,Pune,458.86,1,1
2854,Women,Basketball,LeBron 20,,-1.0,,0.98,0.0,2023-11-07,Online,Pune,1103.35,2,4
2858,Kids,Lifestyle,Air Force 1,,0.0,,0.6,0.0,2024/10/26,Retail,Pune,2847.01,0,5
2860,Kids,Lifestyle,Air Force 1,XL,-1.0,7568.04,,0.0,2025/04/07,Retail,hyderbad,1365.3,2,4
2861,Kids,Training,ZoomX Invincible,XL,0.0,,,0.0,2025/04/20,Online,Pune,650.99,2,4
2862,Kids,Soccer,Phantom GT,9,4.0,7940.29,1.02,-635.22,11-11-2024,Retail,Delhi,1803.25,4,3
2864,Kids,Soccer,Tiempo Legend,,-1.0,6445.79,0.45,-3545.18,2025/03/23,Online,bengaluru,1534.89,0,4
2865,Women,Soccer,Phantom GT,,1.0,,0.71,0.0,2024/12/16,Retail,Kolkata,-94.06,2,2
2866,Kids,Training,SuperRep Go,11,2.0,,,0.0,09-01-2025,Online,Pune,273.28,1,1
2867,Men,Soccer,Mercurial Superfly,11,1.0,9936.58,,0.0,2025-02-20,Online,Hyd,3190.43,0,1
2869,Kids,Soccer,Premier III,M,4.0,,,0.0,26-07-2024,Online,Pune,1550.3,4,3
2870,Kids,Training,Metcon 7,M,1.0,9633.68,,0.0,2024/10/05,Retail,Delhi,771.96,2,1
2871,Men,Training,Flex Trainer,M,1.0,2294.09,,0.0,22-07-2025,Retail,Bangalore,1002.21,2,1
2875,Women,Lifestyle,Dunk Low,L,4.0,7401.53,,0.0,2024/09/16,Retail,Bangalore,1559.28,4,3
2880,Kids,Basketball,Air Jordan,9,0.0,8132.33,0.63,0.0,19-05-2025,Retail,Delhi,191.67,2,4
2050,Kids,Basketball,Zoom Freak,6,3.0,,,0.0,30-06-2025,Retail,Kolkata,-1000.03,1,2
2882,Men,Training,Metcon 7,9,2.0,,0.9,0.0,,Retail,Kolkata,-127.44,1,2
2885,Women,Lifestyle,Blazer Mid,XL,0.0,7671.31,,0.0,,Retail,Kolkata,3394.27,0,5
2886,Kids,Running,Free RN,XL,0.0,8164.32,0.94,0.0,19-08-2024,Retail,Pune,286.3,2,4
2891,Women,Running,Air Zoom,,0.0,,,0.0,,Retail,Hyderabad,439.35,2,4
2892,Women,Running,Free RN,M,4.0,,,0.0,2024-11-24,Online,bengaluru,-1195.79,1,2
2893,Women,Running,React Infinity,10,1.0,,0.61,0.0,2025-04-01,Retail,Delhi,780.43,2,1
2895,Kids,Running,React Infinity,,3.0,,,0.0,2024/08/03,Online,Pune,677.85,1,3
2897,Men,Lifestyle,Waffle One,,1.0,,0.11,0.0,,Retail,Kolkata,221.95,2,2
2898,Women,Running,Free RN,6,1.0,,,0.0,,Retail,Kolkata,-744.45,2,2
2899,Men,Basketball,LeBron 20,L,3.0,6531.36,,0.0,2025-05-17,Online,Mumbai,-91.78,1,2
2006,Men,Lifestyle,Waffle One,XL,2.0,,,0.0,2023-09-26,Retail,Mumbai,-716.79,1,2
2904,Women,Soccer,Tiempo Legend,9,2.0,8644.67,0.54,7953.1,29-04-2025,Online,bengaluru,2711.75,5,0
2906,Women,Lifestyle,Waffle One,7,1.0,,,0.0,2024-08-25,Retail,Delhi,-291.45,2,2
2912,Kids,Running,React Infinity,XL,2.0,9839.63,0.98,393.59,2024-03-07,Online,bengaluru,1218.22,1,1
2915,Men,Basketball,Kyrie Flytrap,XL,1.0,4994.83,,0.0,,Retail,Mumbai,629.34,2,1
